service_id,date,exception_type
1139886,20230819,1
1139886,20230821,1
1139886,20230822,1
1139886,20230823,1
1139886,20230824,1
1139886,20230825,1
1139886,20230826,1
1139886,20230828,1
1139886,20230829,1
1139886,20230830,1
1139886,20230831,1
1139886,20230901,1
1139887,20230807,1
1139887,20230808,1
1139887,20230809,1
1139887,20230810,1
1139887,20230811,1
1139887,20230814,1
1139887,20230816,1
1139887,20230817,1
1139887,20230818,1
1139887,20230821,1
1139887,20230822,1
1139887,20230823,1
1139887,20230824,1
1139887,20230825,1
1139887,20230828,1
1139887,20230829,1
1139887,20230830,1
1139887,20230831,1
1139887,20230901,1
1139888,20230807,1
1139888,20230808,1
1139888,20230809,1
1139888,20230810,1
1139888,20230811,1
1139888,20230814,1
1139888,20230816,1
1139888,20230817,1
1139888,20230818,1
1139888,20230821,1
1139888,20230822,1
1139888,20230823,1
1139888,20230824,1
1139888,20230825,1
1139888,20230828,1
1139888,20230829,1
1139888,20230830,1
1139888,20230831,1
1139888,20230901,1
1139892,20230807,1
1139892,20230808,1
1139892,20230809,1
1139892,20230810,1
1139892,20230811,1
1139892,20230814,1
1139892,20230816,1
1139892,20230817,1
1139892,20230818,1
1139892,20230821,1
1139892,20230822,1
1139892,20230823,1
1139892,20230824,1
1139892,20230825,1
1139892,20230828,1
1139892,20230829,1
1139892,20230830,1
1139892,20230831,1
1139892,20230901,1
1139893,20230807,1
1139893,20230808,1
1139893,20230809,1
1139893,20230810,1
1139893,20230811,1
1139893,20230814,1
1139893,20230816,1
1139893,20230817,1
1139893,20230818,1
1139893,20230821,1
1139893,20230822,1
1139893,20230823,1
1139893,20230824,1
1139893,20230825,1
1139893,20230828,1
1139893,20230829,1
1139893,20230830,1
1139893,20230831,1
1139893,20230901,1
1139894,20230807,1
1139894,20230808,1
1139894,20230809,1
1139894,20230810,1
1139894,20230811,1
1139894,20230814,1
1139894,20230816,1
1139894,20230817,1
1139894,20230818,1
1139894,20230821,1
1139894,20230822,1
1139894,20230823,1
1139894,20230824,1
1139894,20230825,1
1139894,20230828,1
1139894,20230829,1
1139894,20230830,1
1139894,20230831,1
1139894,20230901,1
1139895,20230807,1
1139895,20230808,1
1139895,20230809,1
1139895,20230810,1
1139895,20230811,1
1139895,20230814,1
1139895,20230816,1
1139895,20230817,1
1139895,20230818,1
1139895,20230821,1
1139895,20230822,1
1139895,20230823,1
1139895,20230824,1
1139895,20230825,1
1139895,20230828,1
1139895,20230829,1
1139895,20230830,1
1139895,20230831,1
1139895,20230901,1
1139896,20230807,1
1139896,20230808,1
1139896,20230809,1
1139896,20230810,1
1139896,20230811,1
1139896,20230814,1
1139896,20230816,1
1139896,20230817,1
1139896,20230818,1
1139896,20230821,1
1139896,20230822,1
1139896,20230823,1
1139896,20230824,1
1139896,20230825,1
1139896,20230828,1
1139896,20230829,1
1139896,20230830,1
1139896,20230831,1
1139896,20230901,1
1139897,20230807,1
1139897,20230808,1
1139897,20230809,1
1139897,20230810,1
1139897,20230811,1
1139897,20230814,1
1139897,20230816,1
1139897,20230817,1
1139897,20230818,1
1139897,20230821,1
1139897,20230822,1
1139897,20230823,1
1139897,20230824,1
1139897,20230825,1
1139897,20230828,1
1139897,20230829,1
1139897,20230830,1
1139897,20230831,1
1139897,20230901,1
1139898,20230807,1
1139898,20230808,1
1139898,20230809,1
1139898,20230810,1
1139898,20230811,1
1139898,20230814,1
1139898,20230816,1
1139898,20230817,1
1139898,20230818,1
1139898,20230821,1
1139898,20230822,1
1139898,20230823,1
1139898,20230824,1
1139898,20230825,1
1139898,20230828,1
1139898,20230829,1
1139898,20230830,1
1139898,20230831,1
1139898,20230901,1
1139899,20230807,1
1139899,20230808,1
1139899,20230809,1
1139899,20230810,1
1139899,20230811,1
1139899,20230814,1
1139899,20230816,1
1139899,20230817,1
1139899,20230818,1
1139899,20230821,1
1139899,20230822,1
1139899,20230823,1
1139899,20230824,1
1139899,20230825,1
1139899,20230828,1
1139899,20230829,1
1139899,20230830,1
1139899,20230831,1
1139899,20230901,1
1139900,20230807,1
1139900,20230808,1
1139900,20230809,1
1139900,20230810,1
1139900,20230811,1
1139900,20230814,1
1139900,20230816,1
1139900,20230817,1
1139900,20230818,1
1139900,20230821,1
1139900,20230822,1
1139900,20230823,1
1139900,20230824,1
1139900,20230825,1
1139900,20230828,1
1139900,20230829,1
1139900,20230830,1
1139900,20230831,1
1139900,20230901,1
1139901,20230807,1
1139901,20230808,1
1139901,20230809,1
1139901,20230810,1
1139901,20230811,1
1139901,20230814,1
1139901,20230816,1
1139901,20230817,1
1139901,20230818,1
1139901,20230821,1
1139901,20230822,1
1139901,20230823,1
1139901,20230824,1
1139901,20230825,1
1139901,20230828,1
1139901,20230829,1
1139901,20230830,1
1139901,20230831,1
1139901,20230901,1
1139902,20230807,1
1139902,20230808,1
1139902,20230809,1
1139902,20230810,1
1139902,20230811,1
1139902,20230814,1
1139902,20230816,1
1139902,20230817,1
1139902,20230818,1
1139902,20230821,1
1139902,20230822,1
1139902,20230823,1
1139902,20230824,1
1139902,20230825,1
1139902,20230828,1
1139902,20230829,1
1139902,20230830,1
1139902,20230831,1
1139902,20230901,1
1139903,20230807,1
1139903,20230808,1
1139903,20230809,1
1139903,20230810,1
1139903,20230811,1
1139903,20230814,1
1139903,20230816,1
1139903,20230817,1
1139903,20230818,1
1139903,20230821,1
1139903,20230822,1
1139903,20230823,1
1139903,20230824,1
1139903,20230825,1
1139903,20230828,1
1139903,20230829,1
1139903,20230830,1
1139903,20230831,1
1139903,20230901,1
1139904,20230807,1
1139904,20230808,1
1139904,20230809,1
1139904,20230810,1
1139904,20230811,1
1139904,20230814,1
1139904,20230816,1
1139904,20230817,1
1139904,20230818,1
1139904,20230821,1
1139904,20230822,1
1139904,20230823,1
1139904,20230824,1
1139904,20230825,1
1139904,20230828,1
1139904,20230829,1
1139904,20230830,1
1139904,20230831,1
1139904,20230901,1
1139905,20230807,1
1139905,20230808,1
1139905,20230809,1
1139905,20230810,1
1139905,20230811,1
1139905,20230814,1
1139905,20230816,1
1139905,20230817,1
1139905,20230818,1
1139905,20230821,1
1139905,20230822,1
1139905,20230823,1
1139905,20230824,1
1139905,20230825,1
1139905,20230828,1
1139905,20230829,1
1139905,20230830,1
1139905,20230831,1
1139905,20230901,1
1139906,20230807,1
1139906,20230808,1
1139906,20230809,1
1139906,20230810,1
1139906,20230811,1
1139906,20230814,1
1139906,20230816,1
1139906,20230817,1
1139906,20230818,1
1139906,20230821,1
1139906,20230822,1
1139906,20230823,1
1139906,20230824,1
1139906,20230825,1
1139906,20230828,1
1139906,20230829,1
1139906,20230830,1
1139906,20230831,1
1139906,20230901,1
1139907,20230807,1
1139907,20230808,1
1139907,20230809,1
1139907,20230810,1
1139907,20230811,1
1139907,20230814,1
1139907,20230816,1
1139907,20230817,1
1139907,20230818,1
1139907,20230821,1
1139907,20230822,1
1139907,20230823,1
1139907,20230824,1
1139907,20230825,1
1139907,20230828,1
1139907,20230829,1
1139907,20230830,1
1139907,20230831,1
1139907,20230901,1
1139908,20230807,1
1139908,20230808,1
1139908,20230809,1
1139908,20230810,1
1139908,20230811,1
1139908,20230814,1
1139908,20230816,1
1139908,20230817,1
1139908,20230818,1
1139908,20230821,1
1139908,20230822,1
1139908,20230823,1
1139908,20230824,1
1139908,20230825,1
1139908,20230828,1
1139908,20230829,1
1139908,20230830,1
1139908,20230831,1
1139908,20230901,1
1139909,20230807,1
1139909,20230808,1
1139909,20230809,1
1139909,20230810,1
1139909,20230811,1
1139909,20230814,1
1139909,20230816,1
1139909,20230817,1
1139909,20230818,1
1139909,20230821,1
1139909,20230822,1
1139909,20230823,1
1139909,20230824,1
1139909,20230825,1
1139909,20230828,1
1139909,20230829,1
1139909,20230830,1
1139909,20230831,1
1139909,20230901,1
1139910,20230807,1
1139910,20230808,1
1139910,20230809,1
1139910,20230810,1
1139910,20230811,1
1139910,20230814,1
1139910,20230816,1
1139910,20230817,1
1139910,20230818,1
1139910,20230821,1
1139910,20230822,1
1139910,20230823,1
1139910,20230824,1
1139910,20230825,1
1139910,20230828,1
1139910,20230829,1
1139910,20230830,1
1139910,20230831,1
1139910,20230901,1
1139911,20230807,1
1139911,20230808,1
1139911,20230809,1
1139911,20230810,1
1139911,20230811,1
1139911,20230814,1
1139911,20230816,1
1139911,20230817,1
1139911,20230818,1
1139911,20230821,1
1139911,20230822,1
1139911,20230823,1
1139911,20230824,1
1139911,20230825,1
1139911,20230828,1
1139911,20230829,1
1139911,20230830,1
1139911,20230831,1
1139911,20230901,1
1139912,20230807,1
1139912,20230808,1
1139912,20230809,1
1139912,20230810,1
1139912,20230811,1
1139912,20230814,1
1139912,20230816,1
1139912,20230817,1
1139912,20230818,1
1139912,20230821,1
1139912,20230822,1
1139912,20230823,1
1139912,20230824,1
1139912,20230825,1
1139912,20230828,1
1139912,20230829,1
1139912,20230830,1
1139912,20230831,1
1139912,20230901,1
1139913,20230807,1
1139913,20230808,1
1139913,20230809,1
1139913,20230810,1
1139913,20230811,1
1139913,20230814,1
1139913,20230816,1
1139913,20230817,1
1139913,20230818,1
1139913,20230821,1
1139913,20230822,1
1139913,20230823,1
1139913,20230824,1
1139913,20230825,1
1139913,20230828,1
1139913,20230829,1
1139913,20230830,1
1139913,20230831,1
1139913,20230901,1
1139914,20230807,1
1139914,20230808,1
1139914,20230809,1
1139914,20230810,1
1139914,20230811,1
1139914,20230814,1
1139914,20230816,1
1139914,20230817,1
1139914,20230818,1
1139914,20230821,1
1139914,20230822,1
1139914,20230823,1
1139914,20230824,1
1139914,20230825,1
1139914,20230828,1
1139914,20230829,1
1139914,20230830,1
1139914,20230831,1
1139914,20230901,1
1139915,20230807,1
1139915,20230808,1
1139915,20230809,1
1139915,20230810,1
1139915,20230811,1
1139915,20230812,1
1139915,20230814,1
1139915,20230816,1
1139915,20230817,1
1139915,20230818,1
1139915,20230819,1
1139915,20230821,1
1139915,20230822,1
1139915,20230823,1
1139915,20230824,1
1139915,20230825,1
1139915,20230826,1
1139915,20230828,1
1139915,20230829,1
1139915,20230830,1
1139915,20230831,1
1139915,20230901,1
1139916,20230807,1
1139916,20230808,1
1139916,20230809,1
1139916,20230810,1
1139916,20230811,1
1139916,20230812,1
1139916,20230814,1
1139916,20230816,1
1139916,20230817,1
1139916,20230818,1
1139916,20230819,1
1139916,20230821,1
1139916,20230822,1
1139916,20230823,1
1139916,20230824,1
1139916,20230825,1
1139916,20230826,1
1139916,20230828,1
1139916,20230829,1
1139916,20230830,1
1139916,20230831,1
1139916,20230901,1
1139917,20230807,1
1139917,20230808,1
1139917,20230809,1
1139917,20230810,1
1139917,20230811,1
1139917,20230814,1
1139917,20230816,1
1139917,20230817,1
1139917,20230818,1
1139917,20230821,1
1139917,20230822,1
1139917,20230823,1
1139917,20230824,1
1139917,20230825,1
1139917,20230828,1
1139917,20230829,1
1139917,20230830,1
1139917,20230831,1
1139917,20230901,1
1139918,20230807,1
1139918,20230808,1
1139918,20230809,1
1139918,20230810,1
1139918,20230811,1
1139918,20230812,1
1139918,20230814,1
1139918,20230816,1
1139918,20230817,1
1139918,20230818,1
1139918,20230819,1
1139918,20230821,1
1139918,20230822,1
1139918,20230823,1
1139918,20230824,1
1139918,20230825,1
1139918,20230826,1
1139918,20230828,1
1139918,20230829,1
1139918,20230830,1
1139918,20230831,1
1139918,20230901,1
1139919,20230807,1
1139919,20230808,1
1139919,20230809,1
1139919,20230810,1
1139919,20230811,1
1139919,20230812,1
1139919,20230814,1
1139919,20230816,1
1139919,20230817,1
1139919,20230818,1
1139919,20230819,1
1139919,20230821,1
1139919,20230822,1
1139919,20230823,1
1139919,20230824,1
1139919,20230825,1
1139919,20230826,1
1139919,20230828,1
1139919,20230829,1
1139919,20230830,1
1139919,20230831,1
1139919,20230901,1
1139920,20230807,1
1139920,20230808,1
1139920,20230809,1
1139920,20230810,1
1139920,20230811,1
1139920,20230814,1
1139920,20230816,1
1139920,20230817,1
1139920,20230818,1
1139920,20230821,1
1139920,20230822,1
1139920,20230823,1
1139920,20230824,1
1139920,20230825,1
1139920,20230828,1
1139920,20230829,1
1139920,20230830,1
1139920,20230831,1
1139920,20230901,1
1139921,20230807,1
1139921,20230808,1
1139921,20230809,1
1139921,20230810,1
1139921,20230811,1
1139921,20230814,1
1139921,20230816,1
1139921,20230817,1
1139921,20230818,1
1139921,20230821,1
1139921,20230822,1
1139921,20230823,1
1139921,20230824,1
1139921,20230825,1
1139921,20230828,1
1139921,20230829,1
1139921,20230830,1
1139921,20230831,1
1139921,20230901,1
1139922,20230807,1
1139922,20230808,1
1139922,20230809,1
1139922,20230810,1
1139922,20230811,1
1139922,20230814,1
1139922,20230816,1
1139922,20230817,1
1139922,20230818,1
1139922,20230821,1
1139922,20230822,1
1139922,20230823,1
1139922,20230824,1
1139922,20230825,1
1139922,20230828,1
1139922,20230829,1
1139922,20230830,1
1139922,20230831,1
1139922,20230901,1
1139923,20230807,1
1139923,20230808,1
1139923,20230809,1
1139923,20230810,1
1139923,20230811,1
1139923,20230814,1
1139923,20230816,1
1139923,20230817,1
1139923,20230818,1
1139923,20230821,1
1139923,20230822,1
1139923,20230823,1
1139923,20230824,1
1139923,20230825,1
1139923,20230828,1
1139923,20230829,1
1139923,20230830,1
1139923,20230831,1
1139923,20230901,1
1139926,20230807,1
1139926,20230808,1
1139926,20230809,1
1139926,20230810,1
1139926,20230811,1
1139926,20230814,1
1139926,20230816,1
1139926,20230817,1
1139926,20230818,1
1139926,20230821,1
1139926,20230822,1
1139926,20230823,1
1139926,20230824,1
1139926,20230825,1
1139926,20230828,1
1139926,20230829,1
1139926,20230830,1
1139926,20230831,1
1139926,20230901,1
1139928,20230807,1
1139928,20230808,1
1139928,20230809,1
1139928,20230810,1
1139928,20230811,1
1139928,20230814,1
1139928,20230816,1
1139928,20230817,1
1139928,20230818,1
1139928,20230821,1
1139928,20230822,1
1139928,20230823,1
1139928,20230824,1
1139928,20230825,1
1139928,20230828,1
1139928,20230829,1
1139928,20230830,1
1139928,20230831,1
1139928,20230901,1
1139929,20230807,1
1139929,20230808,1
1139929,20230809,1
1139929,20230810,1
1139929,20230811,1
1139929,20230814,1
1139929,20230816,1
1139929,20230817,1
1139929,20230818,1
1139929,20230821,1
1139929,20230822,1
1139929,20230823,1
1139929,20230824,1
1139929,20230825,1
1139929,20230828,1
1139929,20230829,1
1139929,20230830,1
1139929,20230831,1
1139929,20230901,1
1139931,20230807,1
1139931,20230808,1
1139931,20230809,1
1139931,20230810,1
1139931,20230811,1
1139931,20230814,1
1139931,20230816,1
1139931,20230817,1
1139931,20230818,1
1139931,20230821,1
1139931,20230822,1
1139931,20230823,1
1139931,20230824,1
1139931,20230825,1
1139931,20230828,1
1139931,20230829,1
1139931,20230830,1
1139931,20230831,1
1139931,20230901,1
1139932,20230807,1
1139932,20230808,1
1139932,20230809,1
1139932,20230810,1
1139932,20230811,1
1139932,20230812,1
1139932,20230814,1
1139932,20230816,1
1139932,20230817,1
1139932,20230818,1
1139932,20230819,1
1139932,20230821,1
1139932,20230822,1
1139932,20230823,1
1139932,20230824,1
1139932,20230825,1
1139932,20230826,1
1139932,20230828,1
1139932,20230829,1
1139932,20230830,1
1139932,20230831,1
1139932,20230901,1
1139933,20230807,1
1139933,20230808,1
1139933,20230809,1
1139933,20230810,1
1139933,20230811,1
1139933,20230812,1
1139933,20230814,1
1139933,20230816,1
1139933,20230817,1
1139933,20230818,1
1139933,20230819,1
1139933,20230821,1
1139933,20230822,1
1139933,20230823,1
1139933,20230824,1
1139933,20230825,1
1139933,20230826,1
1139933,20230828,1
1139933,20230829,1
1139933,20230830,1
1139933,20230831,1
1139933,20230901,1
1139934,20230807,1
1139934,20230808,1
1139934,20230809,1
1139934,20230810,1
1139934,20230811,1
1139934,20230812,1
1139934,20230814,1
1139934,20230816,1
1139934,20230817,1
1139934,20230818,1
1139934,20230819,1
1139934,20230821,1
1139934,20230822,1
1139934,20230823,1
1139934,20230824,1
1139934,20230825,1
1139934,20230826,1
1139934,20230828,1
1139934,20230829,1
1139934,20230830,1
1139934,20230831,1
1139934,20230901,1
1139935,20230807,1
1139935,20230808,1
1139935,20230809,1
1139935,20230810,1
1139935,20230811,1
1139935,20230814,1
1139935,20230816,1
1139935,20230817,1
1139935,20230818,1
1139935,20230821,1
1139935,20230822,1
1139935,20230823,1
1139935,20230824,1
1139935,20230825,1
1139935,20230828,1
1139935,20230829,1
1139935,20230830,1
1139935,20230831,1
1139935,20230901,1
1139946,20230807,1
1139946,20230808,1
1139946,20230809,1
1139946,20230810,1
1139946,20230811,1
1139946,20230814,1
1139946,20230816,1
1139946,20230817,1
1139946,20230818,1
1139946,20230821,1
1139946,20230822,1
1139946,20230823,1
1139946,20230824,1
1139946,20230825,1
1139946,20230828,1
1139946,20230829,1
1139946,20230830,1
1139946,20230831,1
1139946,20230901,1
1139947,20230807,1
1139947,20230808,1
1139947,20230809,1
1139947,20230810,1
1139947,20230811,1
1139947,20230814,1
1139947,20230816,1
1139947,20230817,1
1139947,20230818,1
1139947,20230821,1
1139947,20230822,1
1139947,20230823,1
1139947,20230824,1
1139947,20230825,1
1139947,20230828,1
1139947,20230829,1
1139947,20230830,1
1139947,20230831,1
1139947,20230901,1
1139948,20230807,1
1139948,20230808,1
1139948,20230809,1
1139948,20230810,1
1139948,20230811,1
1139948,20230814,1
1139948,20230816,1
1139948,20230817,1
1139948,20230818,1
1139948,20230821,1
1139948,20230822,1
1139948,20230823,1
1139948,20230824,1
1139948,20230825,1
1139948,20230828,1
1139948,20230829,1
1139948,20230830,1
1139948,20230831,1
1139948,20230901,1
1139949,20230807,1
1139949,20230808,1
1139949,20230809,1
1139949,20230810,1
1139949,20230811,1
1139949,20230812,1
1139949,20230814,1
1139949,20230816,1
1139949,20230817,1
1139949,20230818,1
1139949,20230819,1
1139949,20230821,1
1139949,20230822,1
1139949,20230823,1
1139949,20230824,1
1139949,20230825,1
1139949,20230826,1
1139949,20230828,1
1139949,20230829,1
1139949,20230830,1
1139949,20230831,1
1139949,20230901,1
1139950,20230807,1
1139950,20230808,1
1139950,20230809,1
1139950,20230810,1
1139950,20230811,1
1139950,20230814,1
1139950,20230816,1
1139950,20230817,1
1139950,20230818,1
1139950,20230821,1
1139950,20230822,1
1139950,20230823,1
1139950,20230824,1
1139950,20230825,1
1139950,20230828,1
1139950,20230829,1
1139950,20230830,1
1139950,20230831,1
1139950,20230901,1
1139962,20230807,1
1139962,20230808,1
1139962,20230809,1
1139962,20230810,1
1139962,20230811,1
1139962,20230814,1
1139962,20230816,1
1139962,20230817,1
1139962,20230818,1
1139962,20230821,1
1139962,20230822,1
1139962,20230823,1
1139962,20230824,1
1139962,20230825,1
1139962,20230828,1
1139962,20230829,1
1139962,20230830,1
1139962,20230831,1
1139962,20230901,1
1139963,20230807,1
1139963,20230808,1
1139963,20230809,1
1139963,20230810,1
1139963,20230811,1
1139963,20230814,1
1139963,20230816,1
1139963,20230817,1
1139963,20230818,1
1139963,20230821,1
1139963,20230822,1
1139963,20230823,1
1139963,20230824,1
1139963,20230825,1
1139963,20230828,1
1139963,20230829,1
1139963,20230830,1
1139963,20230831,1
1139963,20230901,1
1139964,20230807,1
1139964,20230808,1
1139964,20230809,1
1139964,20230810,1
1139964,20230811,1
1139964,20230814,1
1139964,20230816,1
1139964,20230817,1
1139964,20230818,1
1139964,20230821,1
1139964,20230822,1
1139964,20230823,1
1139964,20230824,1
1139964,20230825,1
1139964,20230828,1
1139964,20230829,1
1139964,20230830,1
1139964,20230831,1
1139964,20230901,1
1139967,20230807,1
1139967,20230808,1
1139967,20230809,1
1139967,20230810,1
1139967,20230811,1
1139967,20230814,1
1139967,20230816,1
1139967,20230817,1
1139967,20230818,1
1139967,20230821,1
1139967,20230822,1
1139967,20230823,1
1139967,20230824,1
1139967,20230825,1
1139967,20230828,1
1139967,20230829,1
1139967,20230830,1
1139967,20230831,1
1139967,20230901,1
1139968,20230807,1
1139968,20230808,1
1139968,20230809,1
1139968,20230810,1
1139968,20230811,1
1139968,20230814,1
1139968,20230816,1
1139968,20230817,1
1139968,20230818,1
1139968,20230821,1
1139968,20230822,1
1139968,20230823,1
1139968,20230824,1
1139968,20230825,1
1139968,20230828,1
1139968,20230829,1
1139968,20230830,1
1139968,20230831,1
1139968,20230901,1
1139969,20230807,1
1139969,20230808,1
1139969,20230809,1
1139969,20230810,1
1139969,20230811,1
1139969,20230814,1
1139969,20230816,1
1139969,20230817,1
1139969,20230818,1
1139969,20230821,1
1139969,20230822,1
1139969,20230823,1
1139969,20230824,1
1139969,20230825,1
1139969,20230828,1
1139969,20230829,1
1139969,20230830,1
1139969,20230831,1
1139969,20230901,1
1139970,20230807,1
1139970,20230808,1
1139970,20230809,1
1139970,20230810,1
1139970,20230811,1
1139970,20230814,1
1139970,20230816,1
1139970,20230817,1
1139970,20230818,1
1139970,20230821,1
1139970,20230822,1
1139970,20230823,1
1139970,20230824,1
1139970,20230825,1
1139970,20230828,1
1139970,20230829,1
1139970,20230830,1
1139970,20230831,1
1139970,20230901,1
1139971,20230807,1
1139971,20230808,1
1139971,20230809,1
1139971,20230810,1
1139971,20230811,1
1139971,20230814,1
1139971,20230816,1
1139971,20230817,1
1139971,20230818,1
1139971,20230821,1
1139971,20230822,1
1139971,20230823,1
1139971,20230824,1
1139971,20230825,1
1139971,20230828,1
1139971,20230829,1
1139971,20230830,1
1139971,20230831,1
1139971,20230901,1
1139972,20230807,1
1139972,20230808,1
1139972,20230809,1
1139972,20230810,1
1139972,20230811,1
1139972,20230814,1
1139972,20230816,1
1139972,20230817,1
1139972,20230818,1
1139972,20230821,1
1139972,20230822,1
1139972,20230823,1
1139972,20230824,1
1139972,20230825,1
1139972,20230828,1
1139972,20230829,1
1139972,20230830,1
1139972,20230831,1
1139972,20230901,1
1139981,20230807,1
1139981,20230808,1
1139981,20230809,1
1139981,20230810,1
1139981,20230811,1
1139981,20230812,1
1139981,20230814,1
1139981,20230816,1
1139981,20230817,1
1139981,20230818,1
1139981,20230819,1
1139981,20230821,1
1139981,20230822,1
1139981,20230823,1
1139981,20230824,1
1139981,20230825,1
1139981,20230826,1
1139981,20230828,1
1139981,20230829,1
1139981,20230830,1
1139981,20230831,1
1139981,20230901,1
1139982,20230807,1
1139982,20230808,1
1139982,20230809,1
1139982,20230810,1
1139982,20230811,1
1139982,20230812,1
1139982,20230814,1
1139982,20230816,1
1139982,20230817,1
1139982,20230818,1
1139982,20230819,1
1139982,20230821,1
1139982,20230822,1
1139982,20230823,1
1139982,20230824,1
1139982,20230825,1
1139982,20230826,1
1139982,20230828,1
1139982,20230829,1
1139982,20230830,1
1139982,20230831,1
1139982,20230901,1
1139988,20230807,1
1139988,20230808,1
1139988,20230809,1
1139988,20230810,1
1139988,20230811,1
1139988,20230814,1
1139988,20230816,1
1139988,20230817,1
1139988,20230818,1
1139988,20230821,1
1139988,20230822,1
1139988,20230823,1
1139988,20230824,1
1139988,20230825,1
1139988,20230828,1
1139988,20230829,1
1139988,20230830,1
1139988,20230831,1
1139988,20230901,1
1139989,20230807,1
1139989,20230808,1
1139989,20230809,1
1139989,20230810,1
1139989,20230811,1
1139989,20230814,1
1139989,20230816,1
1139989,20230817,1
1139989,20230818,1
1139989,20230821,1
1139989,20230822,1
1139989,20230823,1
1139989,20230824,1
1139989,20230825,1
1139989,20230828,1
1139989,20230829,1
1139989,20230830,1
1139989,20230831,1
1139989,20230901,1
1139990,20230807,1
1139990,20230808,1
1139990,20230809,1
1139990,20230810,1
1139990,20230811,1
1139990,20230814,1
1139990,20230816,1
1139990,20230817,1
1139990,20230818,1
1139990,20230821,1
1139990,20230822,1
1139990,20230823,1
1139990,20230824,1
1139990,20230825,1
1139990,20230828,1
1139990,20230829,1
1139990,20230830,1
1139990,20230831,1
1139990,20230901,1
1139991,20230807,1
1139991,20230808,1
1139991,20230809,1
1139991,20230810,1
1139991,20230811,1
1139991,20230814,1
1139991,20230816,1
1139991,20230817,1
1139991,20230818,1
1139991,20230821,1
1139991,20230822,1
1139991,20230823,1
1139991,20230824,1
1139991,20230825,1
1139991,20230828,1
1139991,20230829,1
1139991,20230830,1
1139991,20230831,1
1139991,20230901,1
1139992,20230807,1
1139992,20230808,1
1139992,20230809,1
1139992,20230810,1
1139992,20230811,1
1139992,20230814,1
1139992,20230816,1
1139992,20230817,1
1139992,20230818,1
1139992,20230821,1
1139992,20230822,1
1139992,20230823,1
1139992,20230824,1
1139992,20230825,1
1139992,20230828,1
1139992,20230829,1
1139992,20230830,1
1139992,20230831,1
1139992,20230901,1
1139993,20230807,1
1139993,20230808,1
1139993,20230809,1
1139993,20230810,1
1139993,20230811,1
1139993,20230814,1
1139993,20230816,1
1139993,20230817,1
1139993,20230818,1
1139993,20230821,1
1139993,20230822,1
1139993,20230823,1
1139993,20230824,1
1139993,20230825,1
1139993,20230828,1
1139993,20230829,1
1139993,20230830,1
1139993,20230831,1
1139993,20230901,1
1139994,20230807,1
1139994,20230808,1
1139994,20230809,1
1139994,20230810,1
1139994,20230811,1
1139994,20230814,1
1139994,20230816,1
1139994,20230817,1
1139994,20230818,1
1139994,20230821,1
1139994,20230822,1
1139994,20230823,1
1139994,20230824,1
1139994,20230825,1
1139994,20230828,1
1139994,20230829,1
1139994,20230830,1
1139994,20230831,1
1139994,20230901,1
1139995,20230807,1
1139995,20230808,1
1139995,20230809,1
1139995,20230810,1
1139995,20230811,1
1139995,20230814,1
1139995,20230816,1
1139995,20230817,1
1139995,20230818,1
1139995,20230821,1
1139995,20230822,1
1139995,20230823,1
1139995,20230824,1
1139995,20230825,1
1139995,20230828,1
1139995,20230829,1
1139995,20230830,1
1139995,20230831,1
1139995,20230901,1
1139996,20230807,1
1139996,20230808,1
1139996,20230809,1
1139996,20230810,1
1139996,20230811,1
1139996,20230814,1
1139996,20230816,1
1139996,20230817,1
1139996,20230818,1
1139996,20230821,1
1139996,20230822,1
1139996,20230823,1
1139996,20230824,1
1139996,20230825,1
1139996,20230828,1
1139996,20230829,1
1139996,20230830,1
1139996,20230831,1
1139996,20230901,1
1139997,20230807,1
1139997,20230808,1
1139997,20230809,1
1139997,20230810,1
1139997,20230811,1
1139997,20230814,1
1139997,20230816,1
1139997,20230817,1
1139997,20230818,1
1139997,20230821,1
1139997,20230822,1
1139997,20230823,1
1139997,20230824,1
1139997,20230825,1
1139997,20230828,1
1139997,20230829,1
1139997,20230830,1
1139997,20230831,1
1139997,20230901,1
1139998,20230807,1
1139998,20230808,1
1139998,20230809,1
1139998,20230810,1
1139998,20230811,1
1139998,20230814,1
1139998,20230816,1
1139998,20230817,1
1139998,20230818,1
1139998,20230821,1
1139998,20230822,1
1139998,20230823,1
1139998,20230824,1
1139998,20230825,1
1139998,20230828,1
1139998,20230829,1
1139998,20230830,1
1139998,20230831,1
1139998,20230901,1
1139999,20230807,1
1139999,20230808,1
1139999,20230809,1
1139999,20230810,1
1139999,20230811,1
1139999,20230814,1
1139999,20230816,1
1139999,20230817,1
1139999,20230818,1
1139999,20230821,1
1139999,20230822,1
1139999,20230823,1
1139999,20230824,1
1139999,20230825,1
1139999,20230828,1
1139999,20230829,1
1139999,20230830,1
1139999,20230831,1
1139999,20230901,1
1140000,20230807,1
1140000,20230808,1
1140000,20230809,1
1140000,20230810,1
1140000,20230811,1
1140000,20230814,1
1140000,20230816,1
1140000,20230817,1
1140000,20230818,1
1140000,20230821,1
1140000,20230822,1
1140000,20230823,1
1140000,20230824,1
1140000,20230825,1
1140000,20230828,1
1140000,20230829,1
1140000,20230830,1
1140000,20230831,1
1140000,20230901,1
1140002,20230807,1
1140002,20230808,1
1140002,20230809,1
1140002,20230810,1
1140002,20230811,1
1140002,20230814,1
1140002,20230816,1
